"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"betametasona","0.5 mg comp.x 30","METAMAR","Mar","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"betametasona","60 mg gts.x 30 ml","BETAVALMAX","Valmax","Corticosteroide","Gotas orales"
"betametasona","0.1 g% cr.x 15 g","BETASONE G","Klonal","Corticosteroide","Cremas/Geles/Pomadas/UngÂentos"
"betametasona","1.2 mg comp.x 30","NOVOCORT","AndrÂ¢maco","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"betametasona","comp.x 20","BUTASONA FABRA","Fabra","Antiinflamatorio","Comprimidos/Pastillas/Tabletas/Grageas"
"betametasona","gts.x 30 ml","METAMAR","Mar","Corticosteroide","Gotas orales"
"betametasona","60 mg gts.x 15 ml","BETAVALMAX","Valmax","Corticosteroide","Gotas orales"
"betametasona","cr.x 20 g","VITACORTIL B","Biosintex","Corticosteroide topico","Cremas/Geles/Pomadas/UngÂentos"
"betametasona","0.6 mg/ml gts.x 30 ml","DEPOCORT","Roemmers","Corticosteroide","Gotas orales"
"betametasona","0.6 mg comp.x 30","NOVOCORT","AndrÂ¢maco","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"betametasona","gts.x 30 ml","BETACORT CASSARA","CassarÂ","Corticosteroide","Gotas orales"
"betametasona","cr.x 30 g","BETNOVATE","GlaxoSmithKline","Corticosteroide","Cremas/Geles/Pomadas/UngÂentos"
"betametasona","cr.x 20 g","LAZAR CORT","Lazar","Corticosteroide topico","Cremas/Geles/Pomadas/UngÂentos"
"betametasona (acet.y fosf.disod)","f.a.x 1 x 2 ml + jga.","CRONODICASONE","Baliarda","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","iny.f.a.x 1 x 2 ml+jga.","BETAMAT RETARD","Lafedar","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","f.a.x 1 x 2 ml","DEPOCORT RETARD","Roemmers","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","a.x 1","BETASONE G RETARD","Klonal","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","a.x 1 + jga.desc.","BUTASONA FABRA RL","Fabra","Antiinflamatorio","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","fco.a.x 1 x 2 ml","DASTEN CRONOS","Duncan","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","iny.f.a.x 1 x 5 ml","CORTEROID RETARD","Montpellier","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","iny.f.a.x 1 x 2 ml","CORTEROID RETARD","Montpellier","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","iny.f.a.x 1 x 2 ml","CORTICAS RETARD","Casasco","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","f.a.x 1 x 2 ml + jga.","METAMAR RETARD","Mar","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (acet.y fosf.disod)","f.a.x 1 x 2 ml","CELESTONE CRONODOSE","Organon Arg.","Glucocorticoesteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (diprop.y f.disod.)","iny.a.x 1 x 2 ml","CRONOCORTEROID","Montpellier","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (diprop.y f.disod.)","f.a.x 1 x 2 ml","DEPOCORT CRONO","Roemmers","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (diprop.y f.disod.)","f.a.x 1 x 2 ml + jga.","CRONODICASONE DEPOT","Baliarda","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (diprop.y f.disod.)","susp.iny.f.a.x 1 x 2 ml","CRONO CORTICAS","Casasco","Corticosteroide","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"betametasona (fosfato disodico)","gts.x 30 ml","NOVOCORT","AndrÂ¢maco","Corticosteroide","Gotas orales"
"betametasona+gentamic.+miconazol","cr.x 20 g","CUTA","Fortbenton","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.dârmica x 25 g","BETACORT PLUS CASSARA","CassarÂ","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","DENVERCREM DENVER FARMA","Denver Farma","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","DERMA 3","Craveri","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","CIPROCORT","Savant Generic","Antialergico Antihistaminico","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","0.1/0.1/2 g% cr.x 20 g","MIKLOGEN","Klonal","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","pomo x 10 g","FACTOR DERMICO","Casasco","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","TRIPLEX","Microsules Arg.","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","MACRIL","AndrÂ¢maco","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","pomo x 20 g","FACTOR DERMICO","Casasco","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","ADENIL","Austral","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.dârmica x 20 g","BETACORT PLUS","Medisol","AntibiÂ¢tico Antiinfl.Antimicot.t","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","GENTASOL CREMA","Monserrat","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","HIFAMONIL CREMA","Megalabs Argent","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","LAZAR CORT COMPLEX","Lazar","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","BLAMY","Duncan","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","DERMOSONA FECOFAR","Fecofar","Antibiotico Antiinfl.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamic.+miconazol","cr.x 20 g","TRIBIOCORT","Biosintex","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina","cr.x 20 g","DIPROGENTA","Organon Arg.","Antibiotico Antiinfl.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina","cr.x 20 g","DEXALERGIN NF","Teva Argentina","Antibiotico Corticosteroide","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina","cr.x 30 g","BACTICORT","Montpellier","Antibiotico Corticosteroide","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 20 g","QUADRIDERM","Organon Arg.","Antimicotico Antiinflamatorio","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 20 g","VITACORTIL","Biosintex Retai","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 20 g","CALMURID","Ronnet","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 10 g","QUADRIDERM","Organon Arg.","Antimicotico Antiinflamatorio","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 20 g","BACTICORT COMPLEX","Montpellier","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 10 g","VITACORTIL","Biosintex Retai","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"betametasona+gentamicina+asoc.","cr.x 30 g","BACTICORT COMPLEX","Montpellier","Antibiotico Antiinfl.Antimicot.","Cremas/Geles/Pomadas/UngÂentos"
"bezafibrato","comp.x 30","ELPI LIP","Elea","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"bezafibrato","rtd.400 mg comp.x 30","BEZACUR","Siegfried","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"bezafibrato","comp.rec.x 30","BEZALIP RETARD","Teva Argentina","Hipolipemiante","Comprimidos/Pastillas/Tabletas/Grageas"
"bimatoprost","0.03% vial x 30 x 0.4ml","LUMIGAN UD","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bimatoprost","0.03% sol.oft.x 3 ml","LUMIGAN","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bimatoprost","fco.x 5 ml+60 aplic.est.","LASIN","Poen","Trat.hipotricosis de pestaÂ¤as","Gotas oftÂ lmicas/Colirios"
"bimatoprost","0.01% fco.gotero x 3 ml","LUMIGAN RC","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bimatoprost","fco.x 3 ml","LASIN","Poen","Trat.hipotricosis de pestaÂ¤as","Gotas oftÂ lmicas/Colirios"
"bimatoprost+timolol","sol.oft.x 30 ds.x 0.4 ml","GANFORT UD","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bimatoprost+timolol","sol.oft.x 3 ml","GANFORT","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bisacodilo","5 mg comp.rec.x 20","MODATON","Montpellier","Laxante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 30","LOSTAPROLOL","Temis-LostalÂ¢","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.x 30","BISOFEC 10","Fecofar","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 30","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 60","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.x 30","BISOFEC 5","Fecofar","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 30","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 60","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.x 30","BISOPROLOL TEVA","Teva Argentina","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 30","PROBLOCK","Eczane","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 30","BISOPIL","Gador","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.x 30","CARDIPLEN","Casasco","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.x 30","CONCOR","Elea","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.x 30","BISOFEC 2.5","Fecofar","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 60","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.x 30","BISOPROLOL TEVA","Teva Argentina","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 30","PROBLOCK","Eczane","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 30","BISOPIL","Gador","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.x 30","CARDIPLEN","Casasco","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.x 30","CONCOR","Elea","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 30","CORBIS","Roemmers","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.x 30","BIPROSOL 5 MG","Lepetit","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 30","BISOPIL","Gador","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.x 30","CARDIPLEN","Casasco","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.x 30","CONCOR","Elea","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 30","BICARDIL","Baliarda","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 30","PROBLOCK","Eczane","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.x 30","BIPROSOL 10 MG","Lepetit","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","5 mg comp.rec.x 30","BICARDIL","Baliarda","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","10 mg comp.rec.x 30","LOSTAPROLOL","Temis-LostalÂ¢","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 30","LOSTAPROLOL","Temis-LostalÂ¢","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol","2.5 mg comp.rec.x 30","BICARDIL","Baliarda","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+amlodipina","5/10 comp.x 30","BICARDIL A","Baliarda","Betabloqueante","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","10/25 mg comp.x 30","CONCOR PLUS","Elea","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","5/12.5 mg comp.x 30","CORBIS D","Roemmers","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","5/12.5 mg comp.x 30","CONCOR PLUS","Elea","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","5/12.5 mg comp.x 30","CARDIPLEN D","Casasco","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","5/12.5 mg comp.rec.x 60","CORBIS D","Roemmers","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"bisoprolol+hidroclorotiazida","comp.x 30","BISOFEC D","Fecofar","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"brimonidina","sol.oft.x 5 ml","ALPHAGAN P","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina","0.2% sol.oft.x 5 ml","BRIMOPRESS","Poen","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina","sol.oft.x 5 ml","ALPHAGAN","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina+timolol","sol.oft.x 5 ml","BRIT","Max Vision","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina+timolol","0.2%/0.5% gts.oft.x 5 ml","COMBIGAN","Abbvie","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina+timolol","sol.oft.estâril x 5ml","TIMOBRIM","Lab Internacion","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brimonidina+timolol","sol.oft.x 5 ml","BRIMOPRESS T","Poen","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brinzolamida","1% susp.oft.x 5 ml","AZOPT","Novartis","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brinzolamida + brimonidina","susp.oft.x 5 ml","SIMBRINZA","Novartis","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"brinzolamida+timolol","fco.x 5 ml","AZARGA","Novartis","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"bromazepam","6 mg comp.x 60","ATEMPERATOR","Teva Argentina","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 30","LEXOTANIL","Biopas Argentin","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 30","ATEMPERATOR","Teva Argentina","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 50","OCTANYL 6","BagÂ¢","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 50","CREOSEDIN","Rontag","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 20","CREOSEDIN","Rontag","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 60","ATEMPERATOR","Teva Argentina","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 50","OCTANYL 3","BagÂ¢","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 50","LEXOTANIL","Biopas Argentin","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 20","CREOSEDIN","Rontag","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 30","ATEMPERATOR","Teva Argentina","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 30","NEUROZEPAM","Lafedar","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 30","ESTOMINA","Fabra","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 30","NEUROZEPAM","Lafedar","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 30","ESTOMINA","Fabra","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","6 mg comp.x 30","LEXOTANIL","Biopas Argentin","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"bromazepam","3 mg comp.x 50","CREOSEDIN","Rontag","Ansiolitico","Comprimidos/Pastillas/Tabletas/Grageas"
"budesonida+glicopirronio+formote","aer.x 120 ds.+val.dos.","BREZTRI AEROSPHERE","AstraZeneca","Antiinflam.respirat.Broncodil.","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"budesonida+glicopirronio+formote","aerosol x 120 dosis","BREZTRI AEROSPHERE","AstraZeneca","Antiinflam.respirat.Broncodil.","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"budesonide","spray nasal x 100 dosis","HYPERSOL B 100","CassarÂ","Antialergico Antiinflamatorio","Aerosoles nasales"
"budesonide","spray nasal x 200 dosis","HYPERSOL B 50","CassarÂ","Antialergico Antiinflamatorio","Aerosoles nasales"
"budesonide","200 mcg aer.x 200 dosis","NEUMOCORT HFA","CassarÂ","Antiasmatico","Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR"
"budesonide","2 mg enema x 7","BUDECORT ENEMA","Sanitas","Antiinflam.intestinal","Enemas/Polvos para uso rectal"
"budesonide","50 mcg aer.x 200 dosis","NEUMOTEX BRONQUIAL PEDIATRICO CON AEROCAMARA","Elea","Corticosteroide","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"budesonide","sol.x 20 ml","EXUDROL BUDE","Lafedar","Antiasmatico","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","200 mcg aer.x 200 dosis","NEUMOCORT HFA+CAMARA ESP. NO ELECTROEST.","CassarÂ","Antiasmatico","Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR"
"budesonide","aerosol x 200 dosis","BUDESONIDA DF BRONQUIAL","Denver Farma","Antiasmatico","Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR"
"budesonide","cÂ ps.p/inhalar x 60","NEUMOTEX 400","Elea","Antialergico Antiinflamatorio","CÂ psulas para inhalar"
"budesonide","200 mcg aer.x 200 dosis","NEUMOTEX BRONQUIAL","Elea","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR"
"budesonide","aerosol x 100 dosis","RINO-B 100","Elea","Descongestivo nasal","Aerosoles nasales"
"budesonide","aer.x 200 ds.+adap.buc.","AEROVIAL HFA","Lab Internacion","Antiinflam.Corticosteroide","Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR"
"budesonide","cÂ ps.p/inhalar x 60","NEUMOTEX 200","Elea","Antialergico Antiinflamatorio","CÂ psulas para inhalar"
"budesonide","espuma rectal x14 aplic.","BUDENOFALK","LKM","Antiinflam.intestinal","Enemas/Polvos para uso rectal"
"budesonide","aer.x 200 dosis","NEUMOTEX BRONQUIAL PEDIATRICO","Elea","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","200 mcg aer.x 100 dosis","NEUMOTEX BRONQUIAL","Elea","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","env.x 20 ml","BUDESONIDA DF NEBU","Denver Farma","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","sol.x 20 ml","BUDESON NEBU","Eurofarma","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","200 mcg hfa aer.x 200ds.","NEUMOCORT + AEROMED","CassarÂ","Antiasmatico","Sprays/Aerosoles/Soluc.p/nebulizar CON AEROCAMARA"
"budesonide","env.x 20 ml","NEUMOTEX NEBU","Elea","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide","fco.x 20 ml","PROETZONIDE NEBU","Dallas","Antialergico Antiinflamatorio","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide+formoterol","cÂ ps.x 60 + aplic.","NEUMOTEROL 400","Elea","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","160/4.5mcg cÂ ps.inh.x 60","MAXIVENT","Lersan","Broncodilatador","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","cÂ ps.c/polvo x60 +aplic.","NEUMOCORT PLUS","CassarÂ","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","cÂ ps.c/polvo x120+aplic.","NEUMOCORT PLUS","CassarÂ","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","80/4.5 x 120 dosis","NEUMOTEROL AEROSOL","Elea","Antiinflam.respirat.Broncodil.","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide+formoterol","160/4.5 mcg dosis x 120","SYMBICORT TURBUHALER","AstraZeneca","Antiinflam.respirat.Broncodil.","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide+formoterol","400 cÂ ps.x 60 +aplicador","LIERBRON","Montpellier","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","200/6 mcg cÂ ps.inh.x 60","NEUMOCORT PLUS","CassarÂ","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar"
"budesonide+formoterol","160/4.5 mcg x 120 dosis","FREVIA","AstraZeneca","Antiinflam.respirat.Broncodil.","Sprays/Aerosoles/Soluciones para nebulizar"
"budesonide+formoterol","200 cÂ ps.x 120+aplicador","LIERBRON","Montpellier","Antiinflam.respirat.Broncodil.","CÂ psulas para inhalar+aplicador"
"budesonide+formoterol","cÂ ps.p/inh. x120+aplic.","FORMOVENT + BUDE","Lab Internacion","Broncodilatador","CÂ psulas para inhalar+aplicador"
