T,N,M,Classification,DescY,DescR,DescM,Stage
ANY,ANY,M1,ANY,ANY,ANY,ANY,IV
T4,N0,M0,ANY,ANY,ANY,ANY,IIIB
T4,N1,M0,ANY,ANY,ANY,ANY,IIIB
T4,N2,M0,ANY,ANY,ANY,ANY,IIIB
T1,N2,M0,ANY,ANY,ANY,ANY,IIIA
T2,N2,M0,ANY,ANY,ANY,ANY,IIIA
T3,N2,M0,ANY,ANY,ANY,ANY,IIIA
T2,N1,M0,ANY,ANY,ANY,ANY,IIB
T3,N0,M0,ANY,ANY,ANY,ANY,IIB
T3,N1,M0,ANY,ANY,ANY,ANY,IIB
T1,N1,M0,ANY,ANY,ANY,ANY,IIA
T2,N0,M0,ANY,ANY,ANY,ANY,IIA
T1,N0,M0,ANY,ANY,ANY,ANY,I
Tis,N0,M0,ANY,ANY,ANY,ANY,0
