T,N,M,Classification,DescY,DescR,DescM,Grade,HER2,ER,PR,Stage
T4b,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4a,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4b,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4c,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4d,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
ANY,N3,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
ANY,N3a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
ANY,N3b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
ANY,N3c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Positive,IIIC
T4,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N0,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N1,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N1a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N1b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N1c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4a,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4b,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4c,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N2,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N2a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
T4d,N2b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
ANY,N3,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
ANY,N3a,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
ANY,N3b,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
ANY,N3c,M0,c,ANY,ANY,ANY,G3,Negative,Negative,Negative,IIIC
ANY,ANY,M1,c,ANY,ANY,ANY,ANY,ANY,ANY,ANY,IV
T1,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Positive,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Positive,Negative,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Positive,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G1,Negative,Negative,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Positive,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Positive,Negative,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Positive,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1mi,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1a,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1b,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1c,N0,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T0,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1mi,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1a,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1b,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1c,N1mi,M0,p,ANY,ANY,ANY,G2,Negative,Negative,Negative,IB
T1,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Positive,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1b,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1c,N0,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G3,Positive,Negative,Negative,IA
T1,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1b,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1c,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T0,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1mi,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1a,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1b,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1c,N1mi,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Positive,IA
T1,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IA
T1mi,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IA
T1a,N0,M0,p,ANY,ANY,ANY,G3,Negative,Positive,Negative,IA
